,lname,lStreetNumber,lStreetAddress,lExtraInfo,lCity,lState,rname,rStreetNumber,rStreetAddress,rExtraInfo,rCity,rState
242,ali baba restaurant,7271.0,Wurzbach Rd Ste 102,,,,bean sprout chinese restaurant,25.0,NE Loop 410 Ste 119,,,
243,biga on the banks,203.0,S Saint Marys St Ste 100,,,,windows on the river,217.0,N Park Blvd Mary's,,,
244,baghdad restaurant & bakery,5713.0,Evers Rd,,,,maharaja indian restaurant,5718.0,Evers Rd,,,
245,opah greek flavor,7400.0,San Pedro Ave,,,,opah greek flavor,7400.0,San Pedro Ave,,,
246,abuelas mexican restaurant,2313.0,NW Military Hwy,,,,sim restaurant,5036.0,W Military Dr,,,
247,smoke the restaurant,700.0,E Sonterra Blvd Ste 1117,,,,pearl inn chinese restaurant,11815.0,W Interstate 10 Ste 100,,,
248,green vegetarian cuisine at pearl brewery,200.0,E Grayson St Ste 120,,,,green vegetarian cuisine,200.0,E Grayson St,,,
249,410 diner,8315.0,Broadway,,,,410 diner,8315.0,Broadway St,,,
250,tommys restaurant,8823.0,Wurzbach Rd,,,,jim's restaurant,8311.0,Marbach Rd,,,
251,stouts pizza,1742.0,N Loop 1604 E Ste 123,,,,villa pizza,7702.0,Floyd Curl Dr Ste 130,,,
252,taqueria chapala jalisco,1819.0,Mccullough Ave,,,,taqueria chapala jalisco,1902.0,McCullough Ave,,,
253,marcos pizza,5440.0,Babcock Rd Ste 148,,,,miss ellie's pizza,903.0,E Bitters Rd Ste 301,,,
254,naara cafe,9329.0,Wurzbach Rd Ste 101,,,,dresden cafe,3023.0,Thousand Oaks Dr Ste 106,,,
255,chipotle mexican grill,438.0,NW Loop 410 Ste 101,,,,michin fresh mexican kitchen,427.0,W Loop 1604 N Ste 202,,,
256,vida mia mexican cuisine,19141.0,Stone Oak Pkwy Suite 803,,,,aldacos mexican cuisine,20079.0,Stone Oak Pkwy,,,
257,tealicious cafe,9234.0,N 1604 W,,,,delicious garden,2815.0,N Loop 1604 E,,,
258,cadillac bar restaurant,212.0,S Flores St,,,,tommy's restaurant,107.0,S Flores St,,,
259,teppanyaki grill & buffet,6719.0,NW Loop 410,,,,chili's grill & bar,5790.0,W Loop 1604 N,,,
260,poppys pizza,7115.0,Blanco Rd Ste 107,,,,papa john's pizza,9902.0,Potranco Rd Suite 116,,,
261,gin chinese restaurant,5337.0,Glen Ridge Dr Ste 103,,,,ez's restaurants,503.0,E Ramsey Rd Ste 101,,,
262,willies grill & icehouse,15801.0,San Pedro Ave,,,,chili's grill & bar,17750.0,San Pedro Ave,,,
263,apetitos mexican restaurant,1615.0,Meadow Way,,,,apetito's mexican restaurant,1615.0,Meadow Way Dr,,,
264,mama margies mexican restaurant,9950.0,Interstate 10 Frontage Rd,,,,el rodeo de jalisco mexican restaurants,5510.0,Interstate 10 E,,,
265,wingit,5020.0,Old Seguin Rd,,,,wingit,5020.0,Seguin Rd,,,
266,vegeria vegan restaurant,8407.0,Broadway Ste 1,,,,tin star restaurant,7863.0,Callaghan Rd Ste 101,,,
267,thai topaz,9386.0,Huebner Rd Ste 101,,,,thai topaz,9386.0,Huebner Rd Ste 101,,,
268,hillcrest sandwich co.,3780.0,5th Ave Ste 1,,,,hillcrest sandwich co,3780.0,5th Ave Ste 1,,,
269,minh ky chinese restaurant,4644.0,El Cajon Blvd Ste 101,,,,hoai hue restaurant,4660.0,El Cajon Blvd Ste 102,,,
270,boudin bakery & caf,7007.0,Friars Rd Ste 357,,,,boudin bakery,7007.0,Friars Rd Ste 357,,,
271,old town mexican cafe,2489.0,San Diego Ave,,,,sombrero mexican food,8590.0,Rio San Diego Dr,,,
272,red sea restaurant,4717.0,University Ave,,,,peking restaurant,2877.0,University Ave,,,
273,mignon pho + grill,3860.0,Convoy St Ste 116,,,,mignon pho + grill,3860.0,Convoy St,,,
274,saiko sushi,2884.0,University Ave,,,,lava sushi,1045.0,University Ave,,,
275,lu pizzetta,4508.0,Cass St Ste B,,,,lu pizzetta,4508.0,Cass St Ste B,,,
276,the mission cafe,3795.0,Mission Blvd,,,,mission trails,7385.0,Mission Gorge Rd,,,
277,rose donuts,5201.0,Linda Vista Rd Ste 100,,,,yum-yum donuts,6925.0,Linda Vista Rd Ste B,,,
278,wood ranch bbq & grill,7510.0,Hazard Center Dr Ste 215,,,,wood ranch barbecue and grill,7510.0,Hazard Center Dr,,,
279,the kebab shop,303.0,W Beech St Ste C-2,,,,the kebab shop,303.0,W Beech St,,,
280,abraj mediterranean restaurant,6475.0,El Cajon Blvd,,,,maxim's seafood restaurant,4616.0,El Cajon Blvd,,,
281,abraj mediterranean restaurant,6475.0,El Cajon Blvd,,,,awash ethiopian restaurant,4979.0,El Cajon Blvd,,,
282,florent restaurant & lounge,672.0,5th Ave,,,,cafe sevilla restaurant,353.0,5th Ave,,,
283,hoai hue restaurant,4660.0,El Cajon Blvd Ste 102,,,,awash ethiopian restaurant market,2884.0,El Cajon Blvd,,,
284,bo-beau kitchen + bar,4996.0,W Point Loma Blvd,,,,domo kitchen,9353.0,Clairemont Mesa Blvd,,,
285,mamas grill,7420.0,Clairemont Mesa Blvd Ste 104,,,,chili's grill & bar,4060.0,Clairemont Mesa Blvd,,,
286,kensington cafe,4141.0,Adams Ave,,,,kensington cafe,4141.0,Adams Ave,,,
287,pizza e birra,3625.0,India St,,,,pizza artigiana,1702.0,India St,,,
288,seaport village,831.0,W Harbor Dr,,,,asaggio pizza pasta plus seaport village,879.0,W Harbor Dr,,,
289,myung in dumplings,4344.0,Convoy St,,,,dumpling inn,4619.0,Convoy St Ste F,,,
290,casa guadalajara,4105.0,Taylor St,,,,casa guadalajara,4105.0,Taylor St,,,
291,rei do gado brazilian steak house,939.0,4th Ave,,,,greystone the steak house,658.0,5th Ave,,,
292,maritzas mexican food restaurant,3582.0,Mount Acadia Blvd Ste D,,,,boll weevil restaurants,9330.0,Clairemont Mesa Blvd Ste E,,,
293,maritzas mexican food restaurant,3582.0,Mount Acadia Blvd Ste D,,,,armandos mexican food,10066.0,Pacific Heights Blvd Ste 115,,,
294,gordon biersch brewery restaurant,5010.0,Mission Ctr Rd,,,,wolf restaurant group,4150.0,Mission Blvd Ste 212,,,
295,deli sushi & desserts,8680.0,Miralani Dr Ste 122,,,,ob sushi sushi,4967.0,Newport Ave Ste 17,,,
296,aladdin cafe,5420.0,Clairemont Mesa Blvd Ste 101,,,,teri cafe,7305.0,Clairemont Mesa Blvd,,,
297,doghouse bar & grill,3515.0,5th Ave,,,,fusion bar & grill,1152.0,7th Ave,,,
298,island style cafe,5950.0,Santo Rd Ste K,,,,island style cafe,5950.0,Santo Rd,,,
299,85c bakery cafe,5575.0,Balboa Ave Ste 330,,,,boudin bakery,7007.0,Friars Rd Ste 357,,,
300,oscars mexican seafood,646.0,University Ave,,,,ortega's mexican bistro,141.0,University Ave,,,
301,niban japanese restaurant,7081.0,Clairemont Mesa Blvd Ste 101,,,,thaigo restaurant,11720.0,Carmel Mountain Rd Ste 158,,,
302,niban japanese restaurant,7081.0,Clairemont Mesa Blvd Ste 101,,,,sala thai restaurant,6161.0,El Cajon Blvd Ste A,,,
303,humbertos taco shop,1015.0,25th St Ste C,,,,humberto's taco shop,1015.0,25th St,,,
304,the grape restaurant,2808.0,Greenville Ave,,,,thai thai restaurant,1731.0,Greenville Ave,,,
305,casa dolores tex-mex restaurant,4906.0,Maple Ave,,,,avilas restaurant,4714.0,Maple Ave,,,
306,casa dolores tex-mex restaurant,4906.0,Maple Ave,,,,roma's pizza & restaurant,7402.0,Greenville Ave,,,
307,pera mediterranean grill,2633.0,McKinney Ave Ste 170,,,,cedars mediterranean grill,8141.0,Walnut Hill Ln Ste 1200,,,
308,mias tex-mex restaurant,4322.0,Lemmon Ave,,,,gloria's restaurant,3223.0,Lemmon Ave Ste 100,,,
309,bolsa mercado,634.0,W Davis St,,,,bolsa,614.0,W Davis St,,,
310,avilas mexican restaurant,4714.0,Maple Ave,,,,thai thai restaurant,1731.0,Greenville Ave,,,
311,zizikis restaurants,11661.0,Preston Rd Ste 309,,,,riyen chinese restaurant,11404.0,Shiloh Rd Ste 125,,,
312,zizikis restaurants,11661.0,Preston Rd Ste 309,,,,jeannie's chinese restaurant,5441.0,Alpha Rd Ste 102,,,
313,sevys grill,8201.0,Preston Rd Ste 100,,,,kona grill,8687.0,N Central Expy Ste 1722,,,
314,snap kitchen,2222.0,Mckinney Ave Ste 110,,,,lyfe kitchen,3699.0,McKinney Ave A-221,,,
315,atomic pie,9660.0,Audelia Rd Ste 117,,,,atomic pie,9660.0,Audelia Rd #117,,,
316,salum restaurant,4152.0,Cole Ave Ste 103,,,,wingstop restaurant,3400.0,Lombardy Ln Ste 107,,,
317,grimaldis pizzeria,8060.0,Park Ln Ste 105,,,,carmine's pizzeria,5365.0,Spring Valley Rd Ste 138,,,
318,kona grill,8687.0,N Central Exwy,Northpark center,,,kona grill,8687.0,N Central Expy Ste 1722,,,
319,dal dong ne,11445.0,Emerald St Ste 109,,,,dal dong nae korean restaurant,11445.0,Emerald St,,,
320,momo italian kitchen,8989.0,Forest Ln Ste 130,,,,momo's italian specialties,9191.0,Forest Ln Ste A2,,,
321,mangiamo italian restaurant,12835.0,Preston Rd Ste 220,,,,la libela restaurant,9191.0,Forest Ln Ste 2,,,
322,taqueria latina,6412.0,Skillman,,,,takueria latina,6412.0,Skillman St,,,
323,parigi restaurant,3311.0,Oak Lawn Ave Ste 102,,,,dish restaurant preston hollow,8611.0,Hillcrest Ave Suite 100,,,
324,parigi restaurant,3311.0,Oak Lawn Ave Ste 102,,,,snuffer's restaurant & bar,8411.0,Preston Rd Ste 112,,,
325,parigi restaurant,3311.0,Oak Lawn Ave Ste 102,,,,mirabelle restaurant,17610.0,Midway Rd Ste 140,,,
326,parigi restaurant,3311.0,Oak Lawn Ave Ste 102,,,,pappas restaurants,3520.0,Oak Lawn Ave,,,
327,lazy dog restaurant & bar,5100.0,Beltline Rd Ste 500,,,,phillips brothers restaurant,12900.0,Preston Rd Ste 1111,,,
328,seafood shack,3701.0,W NW Hwy Ste 195,,,,marisco's seafood shack,3701.0,W Northwest Hwy,,,
329,ba le restaurant,11404.0,Shiloh Rd Ste 101,,,,steel restaurant,3102.0,Oak Lawn Ave Ste 100,,,
330,glorias restaurant,5100.0,Belt Line Rd Ste 864,,,,kong china restaurant,1150.0,W Kiest Blvd Ste 325,,,
331,jjs cafe,10233.0,E NW Hwy Ste 434,,,,rose cafe,8035.0,E R L Thornton Fwy Ste 612,,,
332,sahara restaurant,5441.0,Alpha Rd Ste 110,,,,restaurant touch up in,10850.0,Switzer Ave Ste 110,,,
333,mexicali restaurant,11277.0,E NW Hwy Ste 148,,,,salum restaurant,4152.0,Cole Ave Ste 103,,,
334,oak cliff social club,238.0,W Davis St,,,,oak cliff pizza & pasta,1315.0,W Davis St,,,
335,burger street,5657.0,E Mockingbird Ln,,,,smashburger,5319.0,E Mockingbird Ln,,,
336,gonzalez restaurant,367.0,W Jefferson Blvd,,,,carmen's restaurant,4717.0,Singleton Blvd,,,
337,snuffers restaurant & bar,8411.0,Preston Rd Ste 112,,,,asorock restaurant & lounge,10720.0,Miller Rd Ste 204,,,
338,snuffers restaurant & bar,8411.0,Preston Rd Ste 112,,,,royal china restaurant,201.0,Preston Royal Shopping Ctr,,,
339,royal wok chinese restaurant,2560.0,Royal Ln Ste 100,,,,purple cow restaurant,634.0,Preston Royal Shopping Ctr,,,
340,royal wok chinese restaurant,2560.0,Royal Ln Ste 100,,,,phillips brothers restaurant,12900.0,Preston Rd Ste 1111,,,
341,royal wok chinese restaurant,2560.0,Royal Ln Ste 100,,,,chosun kalbi restaurant,2560.0,Royal Ln,,,
342,royal wok chinese restaurant,2560.0,Royal Ln Ste 100,,,,wingstop restaurant,3400.0,Lombardy Ln Ste 107,,,
343,mais vietnamese restaurant,4812.0,Bryan St Ste 100,,,,two rows restaurant & brewery,5500.0,Greenville Ave Ste 1300,,,
344,zenna,300.0,N Akard St,,,,zenna,300.0,N ACRED St SUIT 100,,,
345,mr sushi japanese restaurant,4860.0,Belt Line Rd,,,,may dragon chinese restaurant,4848.0,Belt Line Rd,,,
346,mr sushi japanese restaurant,4860.0,Belt Line Rd,,,,chow thai restaurant,5290.0,Belt Line Rd,,,
347,sushi zushi,3636.0,McKinney Ave Ste 150,,,,sushi zushi,3636.0,McKinney Ave,,,
348,bennys bagels lakewood,1901.0,Skillman St,,,,benny's bagels,1901.0,Skillman St,,,
349,sol irlandes,1525.0,Main St,,,,sol irlandes restaurant,1525.0,Main St,,,
350,gonzales mexican food restaurant,8121.0,Bruton Rd,,,,shang hai restaurant,12817.0,Preston Rd Ste 132,,,
351,texas land & cattle,3130.0,Lemmon Ave.,,,,texas land & cattle,3130.0,Lemmon Ave,,,
352,emilios cafe,2006.0,S. Ervay,,,,new tops cafe,418.0,S Ervay St,,,
353,palomino restaurant & bar,500.0,Crescent Ct Ste 165,The Crescent Atrium,,,ams restaurants,5626.0,Preston Oaks Rd Ste 15,,,
354,henderson tap house,2323.0,N Henderson Ave Ste 101-102,,,,j blacks dallas henderson ave,2409.0,N Henderson Ave,,,
355,jennys kitchen,5175.0,Moorpark Ave Ste 5,,,,the charming kitchen,1053.0,Lincoln Ave Ste 100,,,
356,thai elephant express,3005.0,Silver Creek Rd Ste 128,,,,panda express,4898.0,San Felipe Rd Ste 140,,,
357,araujos mexican grill / el paisa taqueria,3070.0,Senter Rd,,,,araujos taqueria,3070.0,Senter Rd,,,
358,elements restaurant,6944.0,Almaden Expy,,,,miro's restaurant & bar,282.0,Almaden Blvd,,,
359,seven seas sushi japanese restaurant,130.0,E Santa Clara St,,,,oros thai restaurant,6177.0,Santa Teresa Blvd,,,
360,quan hue restaurant,1818.0,Tully Rd Ste 150,,,,anh hong restaurant,1818.0,Tully,,,
361,quan hue restaurant,1818.0,Tully Rd Ste 150,,,,sushi boat restaurant,1600.0,Saratoga Ave Ste 119,,,
362,goveas restaurant,1996.0,Tully Rd,,,,pho huong vietnamese restaurant,1954.0,Tully Rd,,,
363,izakaya restaurant,1335.0,N 1st St,,,,teske's germania restaurant,255.0,N 1st St,,,
364,the pizza box,148.0,S Jackson Ave,,,,pizza box,148.0,S Jackson Ave,,,
365,la peita restaurant,601.0,S 1st St,,,,la penita restaurant,601.0,S 1st St,,,
366,plaza garibaldi restaurant,1170.0,E Santa Clara St,,,,vung tau restaurant,535.0,E Santa Clara St,,,
367,crab & cray cajun seafood & bar,1735.0,E Capitol Expy,,,,crab & cray cajun seafood & bar,1735.0,E Capitol Expy,,,
368,beach hut deli,2081.0,Camden Ave,,,,beach hut deli,2081.0,Camden Ave,,,
369,kims sandwiches,1816.0,Tully Rd,,,,long phung sandwich & food,2145.0,Tully Rd,,,
370,chick-fil-a,53.0,Headquarters Dr,,,,chick-fil-a,53.0,Headquarters Dr,,,
371,taqueria la taquiza,1447.0,Bird Ave,,,,taqueria la paquiza,1409.0,Bird Ave,,,
372,hue restaurant,3005.0,Silver Creek Rd Ste 190,,,,harvest restaurant,5300.0,Stevens Creek Blvd,,,
373,golden buddha chinese restaurant,2768.0,Aborn Rd,,,,new sam kee restaurant,1942.0,Aborn Rd,,,
374,angies pizza italian restaurant,1535.0,S Winchester Blvd,,,,angie's pizza,1535.0,S Winchester Blvd,,,
375,b n restaurant - sizzling plate,1615.0,Mckee Rd,,,,la enramada restaurant,1635.0,McKee Rd,,,
376,nha trang restaurant,1820.0,Tully Rd,,,,govea's restaurant,1996.0,Tully Rd,,,
377,tandoori oven,150.0,S 1st St Ste 107,,,,tandoori bites,3730.0,N 1st St,,,
378,evergreen coffee company,4075.0,Evergreen Village Sq Ste 150,,,,coffee chai,90.0,Skyport Dr Ste 130,,,
379,miyabitei japanese restaurant,675.0,Saratoga Ave,,,,yas restaurant,1138.0,Saratoga Ave,,,
380,mosaic restaurant,211.0,S 1st St,Four Points Sheraton,,,teske's germania restaurant,255.0,N 1st St,,,
381,mosaic restaurant,211.0,S 1st St,Four Points Sheraton,,,la penita restaurant,601.0,S 1st St,,,
382,red rose restaurant and catering,30.0,E Santa Clara St,,,,flames restaurant,7170.0,Santa Teresa Blvd,,,
383,red rose restaurant and catering,30.0,E Santa Clara St,,,,seven seas sushi japanese restaurant,130.0,E. Santa Clara St,,,
384,the fish market,1007.0,Blossom Hill Rd,,,,boston market,880.0,Blossom Hill Rd,,,
385,pappageorggeo pizza,4658.0,Pearl Ave,,,,pappageorggeo pizza,4658.0,Pearl Ave,,,
386,straits restaurant - santana row,333.0,Santana Row Ste 1100,,,,el mariachi restaurant,1246.0,E Santa Clara St,,,
387,wingstop,725.0,Ridder Park Dr Ste 80,,,,wingstop restaurant,725.0,Ridder Park Dr,,,
388,puerto azul restaurant,1072.0,Lincoln Ave,,,,taiwan restaurant-willow glen,1306.0,Lincoln Ave,,,
389,soong soong restaurant,3680.0,Stevens Creek Blvd Ste C,,,,thanh da restaurant,1111.0,Story Rd Ste 1015,,,
390,sousas restaurant,1614.0,Alum Rock Ave,,,,el grullense restaurant,1527.0,Alum Rock Ave,,,
391,new tung kee noodle house,262.0,E Santa Clara St,,,,da noodle,225.0,E Santa Clara St,,,
392,la victoria taqueria,1415.0,N 4th St,,,,taqueria corona,601.0,N 4th St,,,
393,savoy bar and grill,855.0,N 13th St,,,,gecko grill,855.0,N 13th St,,,
394,taqueria el gallo jr,1520.0,Alum Rock Ave,,,,mi ranchito taqueria ii,2928.0,Alum Rock Ave,,,
395,dalian kitchen,150.0,S First St Ste 111,,,,the charming kitchen,1053.0,Lincoln Ave Ste 100,,,
396,dong que restaurant,2852.0,Alum Rock Ave,,,,yummy restaurants,1688.0,Alum Rock Ave,,,
397,ca mau restaurant,2847.0,S White Rd Ste 110,,,,el centenario restaurant,2003.0,Story Rd. ste 100,,,
398,shan restaurant,4140.0,N 1st St Ste 30,,,,wingstop restaurant,121.0,Curtner Ave Ste 30,,,
399,angkorian express,2200.0,Eastridge Loop Ste 1105,,,,chinese gourmet express,2200.0,Eastridge Loop Ste 9203,,,
