ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS
1445980004241,R3voluc!o& St3@k Hou$3 ,3.5,(773) 661-9893,205,"3443 N Bro@dw@y, Ch!c@9o, IL 60657"
1445980004242,R3volut!o& Br3w!&9 ,4.0,(773) 227-2739,1604,"2323 N M!lw@uk33 Av3, Ch!c@9o, IL 60647"
1445980004243,R3volut!o&@r!o: North Afr!c@& T@co$ ,5.0,(424) 223-3526,81,"1436 W J3ff3r$o& Blvd, Lo$ A&93l3$, CA 90007"
1445980004244,R3volv3r ,5.0,(415) 795-1748,20,"136 F!llmor3 St, S@& Fr@&c!$co, CA 94117"
1445980004245,R3x�۪$ I&&k33p3r ,3.0,(608) 849-5011,12,"301 N C3&tury Av3, W@u&@k33, WI 53597"
1445980004246,R3y D.'$ r3v!3w of Gold3& Boy P!zz,4.5,(415) 982-9738,2000,"542 Gr33& St, S@& Fr@&c!$co, CA 94133"
1445980004247,Rh3@�۪$ C@f3 ,4.0,(415) 875-9481,130,"2200 Bry@&t St, S@& Fr@&c!$co, CA 94110"
1445980004248,Rh3t@�۪$ M@rk3t ,3.0,(608) 262-3948,2,"420 N P@rk St, M@d!$o&, WI 53706"
1445980004249,R!c3 B@r ,4.0,(213) 807-5341,75,"419 W 7th St, Lo$ A&93l3$, CA 90014"
1445980004250,R!c3 V@ll3y Sh@&9h@! B!$tro ,3.0,(415) 494-5048,83,"667 Mo&t3r3y Blvd, S@& Fr@&c!$co, CA 94127"
1445980004251,R!ch T@bl3 ,4.0,(415) 355-9085,601,"199 Gou9h St, S@& Fr@&c!$co, CA 94102"
1445980004252,R!ch T@bl3 ,4.0,(415) 355-9085,598,"199 Gou9h St, S@& Fr@&c!$co, CA 94102"
1445980004253,R!ch@rd Stromb3r9�۪$ Ch!c@9o Photo9r@phy Cl@$$3$ ,4.0,(312) 671-7717,47,"4001 N R@v3&$wood Av3, Ch!c@9o, IL 60613"
1445980004254,R!ch@rd�۪$ B@r ,4.5,(312) 733-2251,259,"491 N M!lw@uk33 Av3, Ch!c@9o, IL 60654"
1445980004255,R!ck�۪$ Old3 Gold ,4.0,(608) 257-7280,5,"1314 W!ll!@m$o& St Fr&t, M@d!$o&, WI 53703"
1445980004256,R!cky�۪$ F!$h T@co$ ,4.5,(323) 906-7290,918,"1400 N V!r9!l Av3, Lo$ A&93l3$, CA 90027"
1445980004257,R!ckybobby ,4.0,(415) 963-1713,485,"400 H@!9ht St, S@& Fr@&c!$co, CA 94102"
1445980004258,R!co�۪$ T@co$ ,4.5,1445980000000,66,"5871 W P!co Blvd, Lo$ A&93l3$, CA 90019"
1445980004259,R!9ht S!z3 Alt3r@t!o&$ ,4.0,(608) 232-1632,14,"702 N M!dv@l3 Blvd, M@d!$o&, WI 53705"
1445980004260,R!&c�_& P3ru@&o R3$t@ur@&t ,4.5,(415) 894-7712,54,"3364 26th St, S@& Fr@&c!$co, CA 94110"
1445980004261,R!&9ol3v!o ,4.5,(347) 335-0056,87,"490 Humboldt St, Brookly&, NY 11222"
1445980004262,R!ou B@r Lou&93  ,5.0,(929) 522-0145,7,"28-43 St3!&w@y St, A$tor!@, NY 11103"
1445980004263,R!p3 For Th3 P!ck!&�۪ @ S@lv@tor3�۪$ Tom@to P!3$ ,5.0,(608) 318-1761,7,"503 W M@!& St, Su& Pr@!r!3, WI 53590"
1445980004264,R!po$o 46 ,4.0,(929) 220-3952,269,"667 9th Av3, N3w York, NY 10036"
1445980004265,R!qu3$ Coc!&@ M3x!c@&@ ,4.5,(773) 728-6200,42,"5004 N Sh3r!d@& Rd, Ch!c@9o, IL 60640"
1445980004266,R!$!&9 So&$ D3l! ,3.0,(608) 661-4334,58,"617 St@t3 St, M@d!$o&, WI 53703"
1445980004267,R!$tob@r ,3.5,(415) 923-6464,326,"2300 Ch3$t&ut St, S@& Fr@&c!$co, CA 94123"
1445980004268,R!$tor@&t3 Gr!fo&3 ,4.0,(212) 490-7275,69,"244 E 46th St, N3w York, NY 10017"
1445980004269,R!$tor@&t3 Il M3lo9r@&o ,4.0,(646) 791-7129,185,"501 W 51$t St, N3w York, NY 10019"
1445980004270,R!v3r Ro@$t ,4.0,(312) 822-0100,269,"315 N L@ S@ll3 Dr, Ch!c@9o, IL 60654"
1445980004271,R!v3r Sh@&&o& ,4.0,(312) 944-5087,72,"425 W Arm!t@93 Av3, Ch!c@9o, IL 60614"
1445980004272,R!v3r V@ll3y R@&ch & K!tch3&$ ,4.5,(872) 208-3267,132,"1820 W W!l$o& Av3, Ch!c@9o, IL 60640"
1445980004273,R!v3r$ To Go ,3.5,(312) 559-1835,17,"30 S W@ck3r Dr, Ch!c@9o, IL 60606"
1445980004274,R!v3r$!d3 F@m!ly R3$t@ur@&t ,4.5,(708) 442-0434,80,"3422 S H@rl3m Av3, R!v3r$!d3, IL 60546"
1445980004275,R!v3rv!3w Br!ck Ov3& P!zz3r!@ ,3.0,(773) 248-7800,20,"1954 W Ro$co3 St, Ch!c@9o, IL 60657"
1445980004276,Ro N.'$ r3v!3w of Th3 Sh!,4.0,(212) 219-8496,95,"158 L@f@y3tt3 St, N3w York, NY 10013"
1445980004277,Ro Ro�۪$ Ch!ck3& ,4.0,(323) 461-9999,371,"6660 W Su&$3t Blvd, Lo$ A&93l3$, CA 90028"
1445980004278,RO Sk!& Stud!o ,5.0,(773) 392-0970,8,"2956 N L!&col& Av3, Ch!c@9o, IL 60657"
1445980004279,Ro@d To S3oul ,4.0,(323) 731-9292,2706,"1230 S W3$t3r& Av3, Lo$ A&93l3$, CA 90006"
1445980004280,Ro@m Art!$@& Bur93r$ ,4.0,(415) 440-7626,1223,"1785 U&!o& St, S@& Fr@&c!$co, CA 94123"
1445980004281,Ro@m Art!$@& Bur93r$ ,4.0,(415) 800-7801,665,"1923 F!llmor3 St, S@& Fr@&c!$co, CA 94115"
1445980004282,Ro@$t Publ!c Hou$3 ,3.5,(608) 260-0088,99,"558 St@t3 St, M@d!$o&, WI 53703"
1445980004283,Rob L.'$ r3v!3w of Gr33&$ Up! S@l@d,4.0,(310) 394-1111,213,"703 Mo&t@&@ Av3, S@&t@ Mo&!c@, CA 90403"
1445980004284,Rob S.'$ r3v!3w of C@ll3 Och,4.0,(212) 873-5025,1756,"45 W 81$t St, N3w York, NY 10024"
1445980004285,Rob@t@ JINYA ,4.0,(323) 653-8877,651,"8050 W3$t 3rd St, Lo$ A&93l3$, CA 90048"
1445980004286,robb3rb@ro& ,4.5,(415) 516-6945,85,"2032 Polk St, S@& Fr@&c!$co, CA 94109"
1445980004287,Rocco�۪$ Ch33$3c@k3 ,5.0,(310) 396-1701,210,"1701 P!co Blvd, S@&t@ Mo&!c@, CA 90405"
1445980004288,Rocco�۪$ It@l!@& K!tch3& ,4.0,(323) 655-0058,285,"6335 W!l$h!r3 Blvd, Lo$ A&93l3$, CA 90048"
1445980004289,Rocco�۪$ It@l!@& M@rk3t @&d D3l! ,4.5,(323) 403-0900,130,"1761 N V3rmo&t, Lo$ A&93l3$, CA 90027"
1445980004290,Rock3t P!9 ,4.0,(212) 645-5660,86,"463 W 24th St, N3w York, NY 10001"
1445980004291,Rockwood Pl@c3 ,3.0,(773) 880-2222,59,"3466 N Cl@rk St, Ch!c@9o, IL 60657"
1445980004292,Rocky Rococo ,2.5,(608) 273-1223,6,"206 W3$t9@t3 M@ll, M@d!$o&, WI 53711"
1445980004293,Rocky Rococo ,3.0,(608) 256-0600,16,"1301 R393&t St, M@d!$o&, WI 53715"
1445980004294,Rocky Rococo P@& Styl3 P!zz@ ,2.5,(608) 251-0304,13,"1618 W B3ltl!&3 Hwy, M@d!$o&, WI 53713"
1445980004295,Rocky Rococo P@& Styl3 P!zz@ ,1.0,(608) 241-8001,1,"1753 Th!3r3r Rd, M@d!$o&, WI 53704"
1445980004296,Rocky Rococo P@& Styl3 P!zz@ ,2.5,(608) 221-3818,3,"4556 Mo&o&@ Dr, M@d!$o&, WI 53716"
1445980004297,Rocky Rococo P@& Styl3 P!zz@ ,2.5,(608) 829-1444,13,"7952 Tr33 L&, M@d!$o&, WI 53717"
1445980004298,Rocky�۪$ Numb3r II ,4.0,(212) 683-4151,146,"607 2&d Av3, N3w York, NY 10016"
1445980004299,Rocky�۪$ P@rty P!zz3r!@ ,3.0,(608) 241-8001,3,"1753 Th!3r3r Rd, M@d!$o&, WI 53704"
1445980004300,Ro93r$ P@rk Soc!@l ,5.0,(773) 791-1419,71,"6920 N Gl3&wood Av3, Ch!c@9o, IL 60626"
1445980004301,Ro93r$ P@rk Soc!@l ,5.0,(773) 791-1419,71,"6920 N Gl3&wood Av3, Ch!c@9o, IL 60626"
1445980004302,Roh3r S  D@&!3l ,,(212) 986-6668,0,"228 E 45th St, N3w York, NY 10017"
1445980004303,Rol! Rot! Gourm3t Rot!$$3r!3 ,4.5,(510) 780-0300,1136,"1 F3rry Bld9, S@& Fr@&c!$co, CA 94105"
1445980004304,Roll Roll Roll ,4.0,(213) 386-3000,383,"3675 W!l$h!r3 Blvd, Lo$ A&93l3$, CA 90010"
1445980004305,Rom@& C@&dl3 P!zz3r!@ ,3.5,(608) 258-2000,83,"1054 W!ll!@m$o& St, M@d!$o&, WI 53703"
1445980004306,Rom@& C@&dl3 P!zz3r!@ ,3.0,(608) 831-7777,57,"1920 P@rm3&t3r St, M!ddl3to&, WI 53562"
1445980004307,Rom@& C@&dl3 Sp@rkl3r C@f̩ ,,(608) 256-6445,0,"100 N H@m!lto& St, M@d!$o&, WI 53703"
1445980004308,Rom@&�۪$ ,3.5,(718) 622-5300,168,"243 D3K@lb Av3, Brookly&, NY 11205"
1445980004309,Rom@&ov R3$t@ur@&t & Lou&93 ,3.0,(818) 760-3177,98,"12229 V3&tur@ Blvd, Stud!o C!ty, CA 91604"
1445980004310,Rom3ro�۪$ Rot!$$3r!3 Ch!ck3&,4.5,(323) 667-0854,80,"611 N V!r9!l Av3, Lo$ A&93l3$, CA 90004"
1445980004311,Ro&�۪$ P!t Stop ,5.0,(415) 515-2023,13,"1 BBQ L&, S@& Fr@&c!$co, CA 94117"
1445980004312,Ro&!�۪$ ,3.5,(310) 772-0044,96,"9911 S S@&t@ Mo&!c@ Blvd, B3v3rly H!ll$, CA 90212"
1445980004313,Rook$ Cor&3r ,3.5,(312) 529-6050,8,"625 S A$hl@&d Av3, Ch!c@9o, IL 60607"
1445980004314,Room 5 ,4.0,(323) 938-2504,78,"143 N L@ Br3@ Av3, Lo$ A&93l3$, CA 90036"
1445980004315,Root & Bo&3 ,4.0,(646) 682-7076,552,"200 E 3rd St, N3w York, NY 10009"
1445980004316,Rooz C@f3 ,4.0,(510) 123-4567,148,"1918 P@rk Blvd, O@kl@&d, CA 94606"
1445980004317,Ro$@l!3 L.'$ r3v!3w of U&ch@rt3d Book,4.0,1445980000000,37,"2630 N M!lw@uk33 Av3, Ch!c@9o, IL 60647"
1445980004318,Ro$@mu&d3 S@u$@93 Gr!ll ,4.0,(718) 388-2170,179,"285 B3dford Av3, Brookly&, NY 11211"
1445980004319,Ro$@mu&d3 S@u$@93 Gr!ll ,4.5,(415) 437-6851,1505,"545 H@!9ht St, S@& Fr@&c!$co, CA 94117"
1445980004320,Ro$@mu&d3 S@u$@93 Gr!ll ,4.0,(415) 970-9015,812,"2832 M!$$!o& St, S@& Fr@&c!$co, CA 94110"
1445980004321,Ro$@t!�۪$ Auth3&t!c Ch!c@9o P!zz@ ,3.0,(608) 245-1111,8,"4933 Comm3rc!@l Av3, M@d!$o&, WI 53704"
1445980004322,Ro$@t!�۪$ P!zz@ Sport$ Pub ,3.0,(608) 833-9300,60,"6644 M!&3r@l Po!&t Rd, M@d!$o&, WI 53705"
1445980004323,Ro$co3�۪$ ,3.5,(773) 281-3355,260,"3356 N H@l$t3d St, Ch!c@9o, IL 60657"
1445980004324,Ro$co3�۪$ Hou$3 of Ch!ck3& & W@ffl3$ ,4.0,(323) 934-4405,1875,"5006 W P!co Blvd, Lo$ A&93l3$, CA 90019"
1445980004325,Ro$3 & V!&3 ,4.5,(323) 962-6369,59,"724 V!&3 St, Lo$ A&93l3$, CA 90038"
1445980004326,Ro$3�۪$ C@f3 ,3.5,(415) 775-2200,734,"2298 U&!o& St, S@& Fr@&c!$co, CA 94123"
1445980004327,Ro$3�۪$ Soul Food R3$tr@u&t ,4.5,(608) 312-2000,7,"201 Short St, B3lo!t, WI 53511"
1445980004328,Ro$3bud o& Ru$h ,3.5,(312) 266-6444,502,"720 N Ru$h St, Ch!c@9o, IL 60611"
1445980004329,Ro$!3 T.'$ r3v!3w of V39@& Worl,4.0,(818) 985-9544,187,"11044 V3&tur@ Blvd, Stud!o C!ty, CA 91604"
1445980004330,Ro$!3�۪$ ,4.0,(212) 335-0114,116,"29 E S3co&d St, N3w York, NY 10003"
1445980004331,Ro$!3�۪$ Coff33 B@r @&d B@k3ry ,4.0,(608) 441-7673,48,"4604 Mo&o&@ Dr, M@d!$o&, WI 53716"
1445980004332,Ro$$ Dr3$$ for L3$$ ,3.0,(415) 661-0481,91,"1545 Slo@t Blvd, S@& Fr@&c!$co, CA 94132"
1445980004333,Ro$$ R.'$ r3v!3w of Woodhou$3 F!$h Co,4.0,(415) 437-2722,1567,"1914 F!llmor3 St, S@& Fr@&c!$co, CA 94115"
1445980004334,Ro$$!�۪$ V!&t@93 Arc@d3 A&d P!zz3r!@ ,4.5,(608) 222-5115,36,"4503 Mo&o&@ Dr, Mo&o&@, WI 53716"
1445980004335,Rot! M3d!t3rr@&3@& Gr!ll ,3.5,(312) 236-3500,122,"310 W Ad@m$, Ch!c@9o, IL 60606"
1445980004336,Rot! M3d!t3rr@&3@& Gr!ll ,3.5,(312) 332-6013,89,"200 W R@&dolph St, Ch!c@9o, IL 60606"
1445980004337,Rot! M3d!t3rr@&3@& Gr!ll ,3.5,(847) 418-2400,114,"984 W!llow Rd, Northbrook, IL 60062"
1445980004338,Rou93 3t Bl@&c ,3.5,(415) 391-0207,215,"334 Gr@&t Av3, S@& Fr@&c!$co, CA 94108"
1445980004339,Rou&d T@bl3 P!zz@ ,2.5,(415) 681-9595,111,"737 Portol@ Dr!v3, S@& Fr@&c!$co, CA 94127"
1445980004340,Rout3 66 ,4.5,(415) 749-0781,5,"2633 T@ylor St, S@& Fr@&c!$co, CA 94133"
1445980004341,Rov3 K!tch3& ,4.5,(415) 567-7466,105,"678 Po$t St, S@& Fr@&c!$co, CA 94109"
1445980004342,Rov!&�۪$ H@rdwood Floor!&9 ,5.0,(773) 704-1550,40,"3221 W Irv!&9 P@rk, Ch!c@9o, IL 60618"
1445980004343,Rox!3 Food C3&t3r ,4.5,(415) 587-2345,836,"1901 S@& Jo$3 Av3, S@& Fr@&c!$co, CA 94112"
1445980004344,Roy@l Cuckoo ,3.5,(415) 550-8667,143,"3202 M!$$!o& St, S@& Fr@&c!$co, CA 94110"
1445980004345,Roy@l Th@! R3$t@ur@&t ,4.0,(773) 509-0007,218,"2209 W Mo&tro$3 Av3, Ch!c@9o, IL 60618"
1445980004346,RP Adl3r�۪$ ,3.5,(608) 828-1250,42,"8202 W@tt$ Rd, M@d!$o&, WI 53719"
1445980004347,RP Adl3r�۪$ ,3.5,(608) 828-1250,43,"8202 W@tt$ Rd, M@d!$o&, WI 53719"
1445980004348,RP�۪$ P@$t@ Comp@&y ,4.5,(608) 257-7216,2,"1353 W!ll!@m$o& St, M@d!$o&, WI 53703"
1445980004349,R̩publ!qu3 ,4.0,(310) 362-6115,1107,"624 S L@ Br3@ Av3, Lo$ A&93l3$, CA 90036"
1445980004350,Ru@y Th@! ,4.0,(212) 545-7829,323,"625 2&d Av3, N3w York, NY 10016"
1445980004351,Rub�۪$ B@ckcou&try Smok3hou$3 ,4.0,(773) 675-1410,396,"6954 N W3$t3r& Av3, Ch!c@9o, IL 60645"
1445980004352,Rubb3r Duck Cl3@&!&9 Comp@&y ,5.0,(331) 218-1573,7,"Ch!c@9o, IL 60647"
1445980004353,Ruby Foo�۪$ ,3.0,(212) 489-5600,535,"1626 Bro@dw@y, N3w York, NY 10019"
1445980004354,Ruby Lou&93 ,,(608) 257-1560,0,"1 H@wthor&3 Ct, M@d!$o&, WI 53715"
1445980004355,Rucol@ ,4.0,(718) 576-3209,272,"190 D3@& St, Brookly&, NY 11217"
1445980004356,Ru3& P@!r ,4.0,(323) 466-0153,1050,"5257 Hollywood Blvd, Lo$ A&93l3$, CA 90027"
1445980004357,Rumor$ ,4.0,(415) 553-6169,165,"398 7th St, S@& Fr@&c!$co, CA 94103"
1445980004358,R̩u&!o& ,4.0,(212) 582-3200,416,"357 W 44th St, N3w York, NY 10036"
1445980004359,Ru&&!&9 Goo$3 ,4.5,(323) 469-1080,78,"1620 N C@hu3&9@ Blvd, Lo$ A&93l3$, CA 90028"
1445980004360,Rur@l Soc!3ty ,3.5,(312) 840-6605,46,"455 N P@rk Dr, Ch!c@9o, IL 60611"
1445980004361,Ruru ,4.5,(510) 965-8087,5,"C@rol!&@ St @&d 15th St, S@& Fr@&c!$co, CA 94103"
1445980004362,Ru$h3d Art Food Truck ,3.5,(818) 257-3007,32,"Lo$ A&93l3$, CA"
1445980004363,Ru$$!@& T3@ T!m3 ,4.0,(312) 360-0000,375,"77 E Ad@m$ St, Ch!c@9o, IL 60603"
1445980004364,Ru$t!c T@bl3 ,4.5,(212) 244-0744,57,"504 W 42&d St, N3w York, NY 10036"
1445980004365,Ru$t!c T@v3r& ,3.5,(608) 256-9538,7,"516 S P@rk St, M@d!$o&, WI 53715"
1445980004366,Ru$ty M.'$ r3v!3w of T@qu3r!@ M!r@lom,3.0,(415) 681-2471,72,"755 Portol@ Dr, S@& Fr@&c!$co, CA 94127"
1445980004367,Ru$ty�۪$ South3r& ,4.5,(415) 638-6974,147,"750 Ell!$ St, S@& Fr@&c!$co, CA 94109"
1445980004368,Ruth�۪$ Chr!$ St3@k Hou$3 ,3.5,(608) 828-7884,66,"2137 D3m!&9 W@y, M!ddl3to&, WI 53562"
1445980004369,Ruxb!& ,4.5,(312) 624-8509,639,"851 N A$hl@&d Av3, Ch!c@9o, IL 60642"
1445980004370,Ry@& L.'$ r3v!3w of Curry !& th3 Bo,4.0,(608) 238-1900,33,"3519 U&!v3r$!ty Av3, M@d!$o&, WI 53705"
1445980004371,Ry@& P.'$ r3v!3w of G!lt B@,4.0,(312) 464-9544,1101,"230 W K!&z!3 St, Ch!c@9o, IL 60654"
1445980004372,Ryoko�۪$ J@p@&3$3 R3$t@ur@&t & B@r ,4.0,(415) 775-1028,1873,"619 T@ylor St, S@& Fr@&c!$co, CA 94102"
1445980004373,S@,3.0,(608) 238-3100,93,"2840 U&!v3r$!ty Av3, M@d!$o&, WI 53705"
1445980004374,S@,,(608) 828-9565,0,"2840 U&!v3r$!ty Av3, M@d!$o&, WI 53705"
1445980004375,S@,,(608) 238-3100,0,"6802 Od@&@ Rd, M@d!$o&, WI 53719"
1445980004376,S@,3.5,(608) 828-9565,68,"6802 Od@&@ Rd, M@d!$o&, WI 53719"
1445980004377,S@b@t!&o�۪$ R3$t@ur@&t & Lou&93 ,4.0,(773) 283-8331,420,"4441 W Irv!&9 P@rk Rd, Ch!c@9o, IL 60641"
1445980004378,S@b!&@�۪$ Europ3@& K!tch3& ,4.0,(323) 469-9522,201,"1253 V!&3 St, Lo$ A&93l3$, CA 90038"
1445980004379,S@cr3d Art ,4.5,(773) 728-2803,38,"4619 N L!&col& Av3, Ch!c@9o, IL 60625"
1445980004380,S@cr3d Chow ,3.5,(212) 337-0863,438,"227 Sull!v@& St, N3w York, NY 10012"
1445980004381,S@dh@&@ W!&3 Shop ,3.0,(608) 250-2389,1,"41 S B@$$3tt St, M@d!$o&, WI 53703"
1445980004382,S@d!3 K!tch3& @&d Lou&93 ,4.0,(323) 467-0200,440,"1638 N L@$ P@lm@$ Av3, Lo$ A&93l3$, CA 90028"
1445980004383,S@ffro& Gr!ll ,4.0,(415) 567-5100,347,"1279 Fulto& St, S@& Fr@&c!$co, CA 94117"
1445980004384,S@93 V@por ,4.5,(872) 484-2333,9,"2920 W Irv!&9 P@rk Rd, Ch!c@9o, IL 60618"
1445980004385,S@h@ R3$t@ur@&t ,4.0,(415) 345-9547,720,"1075 Sutt3r St, S@& Fr@&c!$co, CA 94109"
1445980004386,S@h@r@ Ark ,5.0,(718) 230-1903,11,"887 Fulto& St, Brookly&, NY 11238"
1445980004387,S@h@r@ R3$t@ur@&t ,3.0,(718) 376-8594,218,"2337 Co&3y I$l@&d Av3, Brookly&, NY 11223"
1445980004388,S@! J@! Th@! R3$t@ur@&t ,4.0,(415) 673-5774,669,"771 O'F@rr3ll St, S@& Fr@&c!$co, CA 94109"
1445980004389,S@!9o& Fr3$h ,3.5,(310) 855-1888,83,"8504 W 3rd St, Lo$ A&93l3$, CA 90048"
1445980004390,S@!9o& Noodl3$ ,4.0,(608) 827-9120,212,"6754 Od@&@ Rd, M@d!$o&, WI 53719"
1445980004391,S@!9o& S@&dw!ch ,4.5,(415) 474-5698,2586,"560 L@rk!& St, S@& Fr@&c!$co, CA 94102"
1445980004392,S@!9o& S@&dw!ch M@d!$o& ,4.5,(608) 515-8564,13,"273 N Ch@rt3r St, M@d!$o&, WI 53715"
1445980004393,S@!9o& Sh@ck ,4.0,(212) 228-0588,1210,"114 M@cdou9@l St, N3w York, NY 10012"
1445980004394,S@!&t F3l!x ,4.0,(323) 469-5001,495,"1602 N C@hu3&9@ Blvd, Lo$ A&93l3$, CA 90028"
1445980004395,S@!&t Fr@&k Coff33 ,4.5,(415) 775-1619,266,"2340 Polk St, S@& Fr@&c!$co, CA 94109"
1445980004396,S@!&t H3dw!9 C@thol!c Church ,5.0,(773) 486-1660,5,"2226 N Hoy&3 Av3, Ch!c@9o, IL 60647"
1445980004397,S@!$o& ,4.5,(415) 828-7990,209,"178 Tow&$3&d St, S@& Fr@&c!$co, CA 94107"
1445980004398,S@j3& C@t3r!&9 ,2.0,(415) 264-1835,1,"2948 Fol$om St, S@& Fr@&c!$co, CA 94110"
1445980004399,S@k3 Hou$3 M!ro ,4.0,(323) 939-7075,309,"809 S L@ Br3@ Av3, Lo$ A&93l3$, CA 90036"
1445980004400,S@k3 Lou&93 ,3.5,(608) 467-7770,2,"406 W G!lm@& St, M@d!$o&, WI 53703"
1445980004401,S@k3$@& B!$tro ,4.0,(415) 800-2082,526,"626 Cl3m3&t St, S@& Fr@&c!$co, CA 94118"
1445980004402,S@k$ F!fth Av3&u3 ,4.0,(312) 944-6500,92,"700 North M!ch!9@& Av3&u3, Ch!c@9o, IL 60611"
1445980004403,SAL�۪S P!zz3r!@ ,,1445980000000,0,"420 Od@&@ Rd, M@d!$o&, WI 53719"
1445980004404,S@l@ Bu@ ,4.0,(312) 808-1770,95,"2002 S W3&tworth Av3, Ch!c@9o, IL 60616"
1445980004405,S@l@ Th@! ,4.0,(608) 246-1889,69,"36 S F@!r O@k$ Av3, M@d!$o&, WI 53714"
1445980004406,S@l@mo&3�۪$ It@l!@& P!zz3r!@ ,3.5,(920) 563-9217,7,"1245 M@d!$o& Av3, Fort Atk!&$o&, WI 53538"
1445980004407,S@l@t@ ,3.5,(213) 327-1001,78,"505 S. Flow3r St, Lo$ A&93l3$, CA 90071"
1445980004408,S@l! C.'$ r3v!3w of L@o L@@&,4.0,(608) 280-0104,212,"1146 W!ll!@m$o& St, M@d!$o&, WI 53703"
1445980004409,S@ll!3 Jo C.'$ r3v!3w of Av3&u3 Club @&d th3 Bubbl3 Up B@,3.5,(608) 257-6877,22,"1128 E W@$h!&9to& Av3, M@d!$o&, WI 53703"
1445980004410,S@l$ P!zz@ ,,(608) 442-7200,0,"15 N Butl3r St, M@d!$o&, WI 53703"
1445980004411,S@lt & F@t ,4.0,(718) 433-3702,830,"41-16 Qu33&$ Blvd, Su&&y$!d3, NY 11104"
1445980004412,S@lt A!r ,4.0,(310) 396-9333,408,"1616 Abbot K!&&3y Blvd, V3&!c3, CA 90291"
1445980004413,S@lum3r!@ ,4.0,(415) 471-2998,169,"3000 20th St, S@& Fr@&c!$co, CA 94110"
1445980004414,S@lv@tor3�۪$ Tom@to P!3$ ,4.5,(608) 318-1761,169,"503 W M@!& St, Su& Pr@!r!3, WI 53590"
1445980004415,S@lv@tor3�۪$ Tom@to P!3$ ,4.5,(608) 318-1761,164,"503 W M@!& St, Su& Pr@!r!3, WI 53590"
1445980004416,S@lv3m!&!�۪$ It@l!@& K!tch3& ,4.0,(818) 788-1990,182,"15030 V3&tur@ Blvd, Sh3rm@& O@k$, CA 91403"
1445980004417,S@m�۪$ ,4.0,(415) 391-1539,386,"618 Bro@dw@y, S@& Fr@&c!$co, CA 94133"
1445980004418,S@m@&th@ S.'$ r3v!3w of Du&9 G!,3.5,(847) 803-4402,154,"1436 M!&3r St, D3$ Pl@!&3$, IL 60016"
1445980004419,S@mb@ Br@z!l!@& Gr!ll ,3.5,(608) 257-1111,129,"240 W G!lm@& St, M@d!$o&, WI 53703"
1445980004420,S@mb@ Lou&93 ,4.0,(608) 257-3300,1,"240 W G!lm@& St, M@d!$o&, WI 53703"
1445980004421,S@mb@ Mo&tcl@!r ,4.0,(973) 744-6764,175,"7 P@rk St, Mo&tcl@!r, NJ 07042"
1445980004422,S@mmy�۪$ Aloh@ ,4.0,(415) 864-8999,119,"P!3r 33 Emb@rc@d3ro, S@& Fr@&c!$co, CA 94111"
1445980004423,S@mmy�۪$ C@f3 ,4.5,(415) 749-1938,22,"1416 Bu$h St, S@& Fr@&c!$co, CA 94109"
1445980004424,S@mo$@ Hou$3 S!lv3rl@k3 ,4.0,(323) 913-0015,165,"3200 W Su&$3t Blvd, Lo$ A&93l3$, CA 90026"
1445980004425,S@mov@r T3@ ,4.0,(415) 553-6887,104,"411 V@l3&c!@ St, S@& Fr@&c!$co, CA 94103"
1445980004426,S@mur@! M@m@ ,4.0,(718) 599-6161,347,"205 Gr@&d St, Brookly&, NY 11211"
1445980004427,S@mur@! P@p@ ,4.5,(718) 599-7171,78,"32 V@r3t St, Brookly&, NY 11206"
1445980004428,S@& Do&9 B3$t ,4.0,(415) 668-5888,34,"3741 G3@ry Blvd, S@& Fr@&c!$co, CA 94118"
1445980004429,S@& Fr@&c!$co B@y Flow3r$ ,1.0,(415) 643-6519,1,"801 N Po!&t St, S@& Fr@&c!$co, CA 94109"
1445980004430,S@& Fr@&c!$co Br3wcr@ft ,4.5,(415) 751-9338,81,"1555 Cl3m3&t St, S@& Fr@&c!$co, CA 94118"
1445980004431,S@& Fr@&c!$co M@r!t!m3 N@t!o&@l H!$tor!c@l P@rk ,4.5,(415) 447-5000,68,"499 J3ff3r$o&, S@& Fr@&c!$co, CA 94109"
1445980004432,S@& Fr@&c!$co Publ!c Mo&t3$$or! ,4.0,(415) 749-3544,9,"2340 J@ck$o& St, S@& Fr@&c!$co, CA 94115"
1445980004433,S@& Fr@&c!$co Soup ,3.5,(415) 781-7687,99,"580 C@l!for&!@ St, S@& Fr@&c!$co, CA 94104"
1445980004434,S@& Fr@&c!$co Soup Comp@&y ,3.5,(415) 397-7687,134,"50 Po$t St, S@& Fr@&c!$co, CA 94104"
1445980004435,S@& Fr@&c!$co Wr!t3r$�۪ Grotto Cl@$$3$ ,5.0,1445980000000,79,"490 2&d St, S@& Fr@&c!$co, CA 94107"
1445980004436,S@& J@l!$co ,4.0,(415) 648-8383,537,"901 S V@& N3$$ Av3, S@& Fr@&c!$co, CA 94110"
1445980004437,S@& Tu&9 Ch!&3$3 R3$t@ur@&t ,4.0,(415) 242-0828,4767,"1031 Irv!&9 St, S@& Fr@&c!$co, CA 94122"
1445980004438,S@&@mlu@&9 C@f3 ,4.0,(323) 660-8006,965,"5176 Hollywood Blvd, Lo$ A&93l3$, CA 90027"
